,Transaction Type,Action,State Cd,County Cd,Site ID,Parameter Cd,POC,Dur Cd,Unit Cd,Meth Cd,Date,Time,Value,Null Data Cd,Col Freq,Mon Protocol ID,Qual Cd 1,Qual Cd 2,Qual Cd 3,Qual Cd 4,Qual Cd 5,Qual Cd 6,Qual Cd 7,Qual Cd 8,Qual Cd 9,Qual Cd 10,Alternate MDL,Uncertainty Value
25,RD,I,48,29,677,43202,1,7,8,174,20190626,00:00,5.51,,6.0,,V,,,,,,,,,,,
26,RD,I,48,29,677,43202,1,7,8,174,20190702,00:00,5.2,,6.0,,V,,,,,,,,,,,
27,RD,I,48,29,677,43202,1,7,8,174,20190708,00:00,3.78,,6.0,,V,,,,,,,,,,,
28,RD,I,48,29,677,43202,1,7,8,174,20190714,00:00,2.79,,6.0,,V,,,,,,,,,,,
29,RD,I,48,29,677,43202,1,7,8,174,20190720,00:00,2.19,,6.0,,V,,,,,,,,,,,
30,RD,I,48,29,677,43202,1,7,8,174,20190726,00:00,8.28,,6.0,,V,,,,,,,,,,,
31,RD,I,48,29,677,43202,1,7,8,174,20190801,00:00,5.3,,6.0,,V,,,,,,,,,,,
32,RD,I,48,29,677,43202,1,7,8,174,20190807,00:00,4.06,,6.0,,V,,,,,,,,,,,
33,RD,I,48,29,677,43202,1,7,8,174,20190813,00:00,3.32,,6.0,,V,,,,,,,,,,,
34,RD,I,48,29,677,43202,1,7,8,174,20190819,00:00,2.9,,6.0,,V,,,,,,,,,,,
35,RD,I,48,29,677,43202,1,7,8,174,20190825,00:00,6.31,,6.0,,V,,,,,,,,,,,
36,RD,I,48,29,677,43202,1,7,8,174,20190831,00:00,4.8,,6.0,,V,,,,,,,,,,,
37,RD,I,48,29,677,43202,1,7,8,174,20190906,00:00,6.31,,6.0,,V,,,,,,,,,,,
38,RD,I,48,29,677,43202,1,7,8,174,20190912,00:00,6.31,,6.0,,V,,,,,,,,,,,
39,RD,I,48,29,677,43202,1,7,8,174,20190924,00:00,4.46,,6.0,,V,,,,,,,,,,,
40,RD,I,48,29,677,43202,1,7,8,174,20190930,00:00,4.97,,6.0,,V,,,,,,,,,,,
41,RD,I,48,29,677,45201,1,7,8,175,20190103,00:00,0.41,,6.0,,V,,,,,,,,,,,
42,RD,I,48,29,677,45201,1,7,8,175,20190109,00:00,0.17,,6.0,,V,,,,,,,,,,,
43,RD,I,48,29,677,45201,1,7,8,175,20190121,00:00,0.33,,6.0,,V,,,,,,,,,,,
44,RD,I,48,29,677,45201,1,7,8,175,20190127,00:00,0.44,,6.0,,V,,,,,,,,,,,
45,RD,I,48,29,677,45201,1,7,8,175,20190202,00:00,0.28,,6.0,,V,,,,,,,,,,,
46,RD,I,48,29,677,45201,1,7,8,175,20190208,00:00,0.17,,6.0,,V,,,,,,,,,,,
47,RD,I,48,29,677,45201,1,7,8,175,20190214,00:00,0.43,,6.0,,V,,,,,,,,,,,
48,RD,I,48,29,677,45201,1,7,8,175,20190220,00:00,0.31,,6.0,,V,,,,,,,,,,,
49,RD,I,48,29,677,45201,1,7,8,175,20190226,00:00,0.21,,6.0,,V,,,,,,,,,,,
50,RD,I,48,29,677,45201,1,7,8,175,20190304,00:00,0.14,,6.0,,V,,,,,,,,,,,
51,RD,I,48,29,677,45201,1,7,8,175,20190310,00:00,0.22,,6.0,,V,,,,,,,,,,,
52,RD,I,48,29,677,45201,1,7,8,175,20190316,00:00,0.19,,6.0,,V,,,,,,,,,,,
53,RD,I,48,29,677,45201,1,7,8,175,20190322,00:00,0.24,,6.0,,V,,,,,,,,,,,
54,RD,I,48,29,677,45201,1,7,8,175,20190328,00:00,0.14,,6.0,,V,,,,,,,,,,,
55,RD,I,48,29,677,45201,1,7,8,175,20190403,00:00,0.18,,6.0,,V,,,,,,,,,,,
56,RD,I,48,29,677,45201,1,7,8,175,20190409,00:00,0.31,,6.0,,V,,,,,,,,,,,
57,RD,I,48,29,677,45201,1,7,8,175,20190415,00:00,0.0,,6.0,,V,,,,,,,,,,,
58,RD,I,48,29,677,45201,1,7,8,175,20190421,00:00,0.14,,6.0,,V,,,,,,,,,,,
59,RD,I,48,29,677,45201,1,7,8,175,20190427,00:00,0.2,,6.0,,V,,,,,,,,,,,
60,RD,I,48,29,677,45201,1,7,8,175,20190503,00:00,0.17,,6.0,,V,,,,,,,,,,,
61,RD,I,48,29,677,45201,1,7,8,175,20190509,00:00,0.21,,6.0,,V,,,,,,,,,,,
62,RD,I,48,29,677,45201,1,7,8,175,20190521,00:00,0.13,,6.0,,V,,,,,,,,,,,
63,RD,I,48,29,677,45201,1,7,8,175,20190527,00:00,0.09,,6.0,,V,,,,,,,,,,,
64,RD,I,48,29,677,45201,1,7,8,175,20190602,00:00,0.1,,6.0,,V,,,,,,,,,,,
65,RD,I,48,29,677,45201,1,7,8,175,20190620,00:00,0.13,,6.0,,V,,,,,,,,,,,
66,RD,I,48,29,677,45201,1,7,8,175,20190626,00:00,0.0,,6.0,,V,,,,,,,,,,,
67,RD,I,48,29,677,45201,1,7,8,175,20190702,00:00,0.0,,6.0,,,,,,,,,,,,,
68,RD,I,48,29,677,45201,1,7,8,175,20190708,00:00,0.09,,6.0,,V,,,,,,,,,,,
69,RD,I,48,29,677,45201,1,7,8,175,20190714,00:00,0.11,,6.0,,V,,,,,,,,,,,
70,RD,I,48,29,677,45201,1,7,8,175,20190720,00:00,0.07,,6.0,,V,,,,,,,,,,,
71,RD,I,48,29,677,45201,1,7,8,175,20190726,00:00,0.25,,6.0,,V,,,,,,,,,,,
72,RD,I,48,29,677,45201,1,7,8,175,20190801,00:00,0.13,,6.0,,V,,,,,,,,,,,
73,RD,I,48,29,677,45201,1,7,8,175,20190807,00:00,0.0,,6.0,,,,,,,,,,,,,
74,RD,I,48,29,677,45201,1,7,8,175,20190813,00:00,0.12,,6.0,,V,,,,,,,,,,,
75,RD,I,48,29,677,45201,1,7,8,175,20190819,00:00,0.07,,6.0,,V,,,,,,,,,,,
76,RD,I,48,29,677,45201,1,7,8,175,20190825,00:00,0.0,,6.0,,,,,,,,,,,,,
77,RD,I,48,29,677,45201,1,7,8,175,20190831,00:00,0.11,,6.0,,V,,,,,,,,,,,
78,RD,I,48,29,677,45201,1,7,8,175,20190906,00:00,0.17,,6.0,,V,,,,,,,,,,,
79,RD,I,48,29,677,45201,1,7,8,175,20190912,00:00,0.15,,6.0,,V,,,,,,,,,,,
80,RD,I,48,29,677,45201,1,7,8,175,20190924,00:00,0.09,,6.0,,V,,,,,,,,,,,
81,RD,I,48,29,677,45201,1,7,8,175,20190930,00:00,0.12,,6.0,,V,,,,,,,,,,,
82,RD,I,48,29,677,45202,1,7,8,175,20190103,00:00,0.54,,6.0,,V,,,,,,,,,,,
83,RD,I,48,29,677,45202,1,7,8,175,20190109,00:00,0.62,,6.0,,V,,,,,,,,,,,
84,RD,I,48,29,677,45202,1,7,8,175,20190121,00:00,0.5,,6.0,,V,,,,,,,,,,,
85,RD,I,48,29,677,45202,1,7,8,175,20190127,00:00,0.65,,6.0,,V,,,,,,,,,,,
86,RD,I,48,29,677,45202,1,7,8,175,20190202,00:00,0.33,,6.0,,V,,,,,,,,,,,
87,RD,I,48,29,677,45202,1,7,8,175,20190208,00:00,0.54,,6.0,,V,,,,,,,,,,,
88,RD,I,48,29,677,45202,1,7,8,175,20190220,00:00,0.57,,6.0,,V,,,,,,,,,,,
89,RD,I,48,29,677,45202,1,7,8,175,20190226,00:00,0.23,,6.0,,V,,,,,,,,,,,
90,RD,I,48,29,677,45202,1,7,8,175,20190304,00:00,0.12,,6.0,,V,,,,,,,,,,,
91,RD,I,48,29,677,45202,1,7,8,175,20190310,00:00,0.33,,6.0,,V,,,,,,,,,,,
92,RD,I,48,29,677,45202,1,7,8,175,20190316,00:00,0.2,,6.0,,V,,,,,,,,,,,
93,RD,I,48,29,677,45202,1,7,8,175,20190322,00:00,0.32,,6.0,,V,,,,,,,,,,,
94,RD,I,48,29,677,45202,1,7,8,175,20190328,00:00,0.13,,6.0,,V,,,,,,,,,,,
95,RD,I,48,29,677,45202,1,7,8,175,20190403,00:00,0.19,,6.0,,V,,,,,,,,,,,
96,RD,I,48,29,677,45202,1,7,8,175,20190409,00:00,0.85,,6.0,,,,,,,,,,,,,
97,RD,I,48,29,677,45202,1,7,8,175,20190415,00:00,0.3,,6.0,,V,,,,,,,,,,,
98,RD,I,48,29,677,45202,1,7,8,175,20190421,00:00,0.21,,6.0,,V,,,,,,,,,,,
99,RD,I,48,29,677,45202,1,7,8,175,20190427,00:00,0.3,,6.0,,V,,,,,,,,,,,
100,RD,I,48,29,677,45202,1,7,8,175,20190503,00:00,0.38,,6.0,,V,,,,,,,,,,,
101,RD,I,48,29,677,45202,1,7,8,175,20190509,00:00,0.36,,6.0,,V,,,,,,,,,,,
102,RD,I,48,29,677,45202,1,7,8,175,20190521,00:00,0.16,,6.0,,V,,,,,,,,,,,
103,RD,I,48,29,677,45202,1,7,8,175,20190527,00:00,0.1,,6.0,,V,,,,,,,,,,,
104,RD,I,48,29,677,45202,1,7,8,175,20190602,00:00,0.13,,6.0,,V,,,,,,,,,,,
105,RD,I,48,29,677,45202,1,7,8,175,20190620,00:00,0.17,,6.0,,V,,,,,,,,,,,
106,RD,I,48,29,677,45202,1,7,8,175,20190626,00:00,0.24,,6.0,,V,,,,,,,,,,,
107,RD,I,48,29,677,45202,1,7,8,175,20190702,00:00,0.2,,6.0,,V,,,,,,,,,,,
108,RD,I,48,29,677,45202,1,7,8,175,20190708,00:00,0.15,,6.0,,V,,,,,,,,,,,
109,RD,I,48,29,677,45202,1,7,8,175,20190714,00:00,0.28,,6.0,,V,,,,,,,,,,,
110,RD,I,48,29,677,45202,1,7,8,175,20190720,00:00,0.11,,6.0,,V,,,,,,,,,,,
111,RD,I,48,29,677,45202,1,7,8,175,20190726,00:00,0.49,,6.0,,V,,,,,,,,,,,
112,RD,I,48,29,677,45202,1,7,8,175,20190801,00:00,0.2,,6.0,,V,,,,,,,,,,,
113,RD,I,48,29,677,45202,1,7,8,175,20190807,00:00,0.13,,6.0,,V,,,,,,,,,,,
114,RD,I,48,29,677,45202,1,7,8,175,20190813,00:00,0.2,,6.0,,V,,,,,,,,,,,
115,RD,I,48,29,677,45202,1,7,8,175,20190819,00:00,0.13,,6.0,,V,,,,,,,,,,,
116,RD,I,48,29,677,45202,1,7,8,175,20190825,00:00,0.17,,6.0,,V,,,,,,,,,,,
117,RD,I,48,29,677,45202,1,7,8,175,20190831,00:00,0.18,,6.0,,V,,,,,,,,,,,
118,RD,I,48,29,677,45202,1,7,8,175,20190906,00:00,0.33,,6.0,,V,,,,,,,,,,,
119,RD,I,48,29,677,45202,1,7,8,175,20190912,00:00,0.36,,6.0,,V,,,,,,,,,,,
120,RD,I,48,29,677,45202,1,7,8,175,20190924,00:00,0.14,,6.0,,V,,,,,,,,,,,
121,RD,I,48,29,677,45202,1,7,8,175,20190930,00:00,0.24,,6.0,,V,,,,,,,,,,,
122,RD,I,48,29,677,45203,1,7,8,175,20190103,00:00,0.1,,6.0,,V,,,,,,,,,,,
123,RD,I,48,29,677,45203,1,7,8,175,20190109,00:00,0.0,,6.0,,V,,,,,,,,,,,
124,RD,I,48,29,677,45203,1,7,8,175,20190121,00:00,0.08,,6.0,,V,,,,,,,,,,,
125,RD,I,48,29,677,45203,1,7,8,175,20190127,00:00,0.28,,6.0,,V,,,,,,,,,,,
126,RD,I,48,29,677,45203,1,7,8,175,20190202,00:00,0.06,,6.0,,V,,,,,,,,,,,
127,RD,I,48,29,677,45203,1,7,8,175,20190208,00:00,0.62,,6.0,,V,,,,,,,,,,,
128,RD,I,48,29,677,45203,1,7,8,175,20190220,00:00,0.09,,6.0,,V,,,,,,,,,,,
129,RD,I,48,29,677,45203,1,7,8,175,20190226,00:00,0.04,,6.0,,V,,,,,,,,,,,
130,RD,I,48,29,677,45203,1,7,8,175,20190304,00:00,0.0,,6.0,,V,,,,,,,,,,,
131,RD,I,48,29,677,45203,1,7,8,175,20190310,00:00,0.06,,6.0,,V,,,,,,,,,,,
132,RD,I,48,29,677,45203,1,7,8,175,20190316,00:00,0.03,,6.0,,V,,,,,,,,,,,
133,RD,I,48,29,677,45203,1,7,8,175,20190322,00:00,0.06,,6.0,,V,,,,,,,,,,,
134,RD,I,48,29,677,45203,1,7,8,175,20190328,00:00,0.0,,6.0,,V,,,,,,,,,,,
135,RD,I,48,29,677,45203,1,7,8,175,20190403,00:00,0.02,,6.0,,V,,,,,,,,,,,
136,RD,I,48,29,677,45203,1,7,8,175,20190409,00:00,0.15,,6.0,,V,,,,,,,,,,,
137,RD,I,48,29,677,45203,1,7,8,175,20190415,00:00,0.04,,6.0,,V,,,,,,,,,,,
138,RD,I,48,29,677,45203,1,7,8,175,20190421,00:00,0.03,,6.0,,V,,,,,,,,,,,
139,RD,I,48,29,677,45203,1,7,8,175,20190427,00:00,0.05,,6.0,,V,,,,,,,,,,,
140,RD,I,48,29,677,45203,1,7,8,175,20190503,00:00,0.04,,6.0,,V,,,,,,,,,,,
141,RD,I,48,29,677,45203,1,7,8,175,20190509,00:00,0.04,,6.0,,V,,,,,,,,,,,
142,RD,I,48,29,677,45203,1,7,8,175,20190521,00:00,0.02,,6.0,,V,,,,,,,,,,,
143,RD,I,48,29,677,45203,1,7,8,175,20190527,00:00,0.02,,6.0,,V,,,,,,,,,,,
144,RD,I,48,29,677,45203,1,7,8,175,20190602,00:00,0.0,,6.0,,,,,,,,,,,,,
145,RD,I,48,29,677,45203,1,7,8,175,20190620,00:00,0.02,,6.0,,V,,,,,,,,,,,
146,RD,I,48,29,677,45203,1,7,8,175,20190626,00:00,0.0,,6.0,,V,,,,,,,,,,,
147,RD,I,48,29,677,45203,1,7,8,175,20190702,00:00,0.0,,6.0,,,,,,,,,,,,,
148,RD,I,48,29,677,45203,1,7,8,175,20190708,00:00,0.03,,6.0,,V,,,,,,,,,,,
149,RD,I,48,29,677,45203,1,7,8,175,20190714,00:00,0.04,,6.0,,V,,,,,,,,,,,
150,RD,I,48,29,677,45203,1,7,8,175,20190720,00:00,0.0,,6.0,,V,,,,,,,,,,,
151,RD,I,48,29,677,45203,1,7,8,175,20190726,00:00,0.0,,6.0,,V,,,,,,,,,,,
152,RD,I,48,29,677,45203,1,7,8,175,20190801,00:00,0.04,,6.0,,V,,,,,,,,,,,
153,RD,I,48,29,677,45203,1,7,8,175,20190807,00:00,0.0,,6.0,,,,,,,,,,,,,
154,RD,I,48,29,677,45203,1,7,8,175,20190813,00:00,0.0,,6.0,,V,,,,,,,,,,,
155,RD,I,48,29,677,45203,1,7,8,175,20190819,00:00,0.0,,6.0,,V,,,,,,,,,,,
156,RD,I,48,29,677,45203,1,7,8,175,20190825,00:00,0.0,,6.0,,,,,,,,,,,,,
157,RD,I,48,29,677,45203,1,7,8,175,20190831,00:00,0.03,,6.0,,V,,,,,,,,,,,
158,RD,I,48,29,677,45203,1,7,8,175,20190906,00:00,0.05,,6.0,,V,,,,,,,,,,,
159,RD,I,48,29,677,45203,1,7,8,175,20190912,00:00,0.05,,6.0,,V,,,,,,,,,,,
160,RD,I,48,29,677,45203,1,7,8,175,20190924,00:00,0.03,,6.0,,V,,,,,,,,,,,
161,RD,I,48,29,677,45203,1,7,8,175,20190930,00:00,0.04,,6.0,,V,,,,,,,,,,,
162,RD,I,48,29,677,45204,1,7,8,175,20190103,00:00,0.12,,6.0,,V,,,,,,,,,,,
163,RD,I,48,29,677,45204,1,7,8,175,20190109,00:00,0.04,,6.0,,V,,,,,,,,,,,
164,RD,I,48,29,677,45204,1,7,8,175,20190121,00:00,0.08,,6.0,,V,,,,,,,,,,,
165,RD,I,48,29,677,45204,1,7,8,175,20190127,00:00,0.13,,6.0,,V,,,,,,,,,,,
166,RD,I,48,29,677,45204,1,7,8,175,20190202,00:00,0.07,,6.0,,V,,,,,,,,,,,
167,RD,I,48,29,677,45204,1,7,8,175,20190208,00:00,1.52,,6.0,,,,,,,,,,,,,
168,RD,I,48,29,677,45204,1,7,8,175,20190220,00:00,0.09,,6.0,,V,,,,,,,,,,,
169,RD,I,48,29,677,45204,1,7,8,175,20190226,00:00,0.04,,6.0,,V,,,,,,,,,,,
170,RD,I,48,29,677,45204,1,7,8,175,20190304,00:00,0.0,,6.0,,V,,,,,,,,,,,
171,RD,I,48,29,677,45204,1,7,8,175,20190310,00:00,0.06,,6.0,,V,,,,,,,,,,,
172,RD,I,48,29,677,45204,1,7,8,175,20190316,00:00,0.0,,6.0,,,,,,,,,,,,,
173,RD,I,48,29,677,45204,1,7,8,175,20190322,00:00,0.06,,6.0,,V,,,,,,,,,,,
174,RD,I,48,29,677,45204,1,7,8,175,20190328,00:00,0.02,,6.0,,V,,,,,,,,,,,
175,RD,I,48,29,677,45204,1,7,8,175,20190403,00:00,0.03,,6.0,,V,,,,,,,,,,,
176,RD,I,48,29,677,45204,1,7,8,175,20190409,00:00,0.15,,6.0,,V,,,,,,,,,,,
177,RD,I,48,29,677,45204,1,7,8,175,20190415,00:00,0.05,,6.0,,V,,,,,,,,,,,
178,RD,I,48,29,677,45204,1,7,8,175,20190421,00:00,0.03,,6.0,,V,,,,,,,,,,,
179,RD,I,48,29,677,45204,1,7,8,175,20190427,00:00,0.04,,6.0,,V,,,,,,,,,,,
180,RD,I,48,29,677,45204,1,7,8,175,20190503,00:00,0.03,,6.0,,V,,,,,,,,,,,
181,RD,I,48,29,677,45204,1,7,8,175,20190509,00:00,0.04,,6.0,,V,,,,,,,,,,,
182,RD,I,48,29,677,45204,1,7,8,175,20190521,00:00,0.02,,6.0,,V,,,,,,,,,,,
183,RD,I,48,29,677,45204,1,7,8,175,20190527,00:00,0.02,,6.0,,V,,,,,,,,,,,
184,RD,I,48,29,677,45204,1,7,8,175,20190602,00:00,0.02,,6.0,,V,,,,,,,,,,,
185,RD,I,48,29,677,45204,1,7,8,175,20190620,00:00,0.02,,6.0,,V,,,,,,,,,,,
186,RD,I,48,29,677,45204,1,7,8,175,20190626,00:00,0.04,,6.0,,V,,,,,,,,,,,
187,RD,I,48,29,677,45204,1,7,8,175,20190702,00:00,0.03,,6.0,,V,,,,,,,,,,,
188,RD,I,48,29,677,45204,1,7,8,175,20190708,00:00,0.03,,6.0,,V,,,,,,,,,,,
189,RD,I,48,29,677,45204,1,7,8,175,20190714,00:00,0.04,,6.0,,V,,,,,,,,,,,
190,RD,I,48,29,677,45204,1,7,8,175,20190720,00:00,0.02,,6.0,,V,,,,,,,,,,,
191,RD,I,48,29,677,45204,1,7,8,175,20190726,00:00,0.08,,6.0,,V,,,,,,,,,,,
192,RD,I,48,29,677,45204,1,7,8,175,20190801,00:00,0.03,,6.0,,V,,,,,,,,,,,
193,RD,I,48,29,677,45204,1,7,8,175,20190807,00:00,0.02,,6.0,,V,,,,,,,,,,,
194,RD,I,48,29,677,45204,1,7,8,175,20190813,00:00,0.03,,6.0,,V,,,,,,,,,,,
195,RD,I,48,29,677,45204,1,7,8,175,20190819,00:00,0.02,,6.0,,V,,,,,,,,,,,
196,RD,I,48,29,677,45204,1,7,8,175,20190825,00:00,0.03,,6.0,,V,,,,,,,,,,,
197,RD,I,48,29,677,45204,1,7,8,175,20190831,00:00,0.03,,6.0,,V,,,,,,,,,,,
198,RD,I,48,29,677,45204,1,7,8,175,20190906,00:00,0.05,,6.0,,V,,,,,,,,,,,
199,RD,I,48,29,677,45204,1,7,8,175,20190912,00:00,0.05,,6.0,,V,,,,,,,,,,,
200,RD,I,48,29,677,45204,1,7,8,175,20190924,00:00,0.02,,6.0,,V,,,,,,,,,,,
201,RD,I,48,29,677,45204,1,7,8,175,20190930,00:00,0.04,,6.0,,V,,,,,,,,,,,
202,RD,I,48,39,1003,43202,1,7,8,174,20190103,00:00,14.63,,6.0,,V,,,,,,,,,,,
203,RD,I,48,39,1003,43202,1,7,8,174,20190109,00:00,12.98,,6.0,,V,,,,,,,,,,,
204,RD,I,48,39,1003,43202,1,7,8,174,20190115,00:00,7.34,,6.0,,V,,,,,,,,,,,
205,RD,I,48,39,1003,43202,1,7,8,174,20190121,00:00,17.65,,6.0,,V,,,,,,,,,,,
206,RD,I,48,39,1003,43202,1,7,8,174,20190127,00:00,7.66,,6.0,,V,,,,,,,,,,,
207,RD,I,48,39,1003,43202,1,7,8,174,20190202,00:00,4.25,,6.0,,V,,,,,,,,,,,
208,RD,I,48,39,1003,43202,1,7,8,174,20190208,00:00,7.32,,6.0,,V,,,,,,,,,,,
209,RD,I,48,39,1003,43202,1,7,8,174,20190214,00:00,3.63,,6.0,,V,,,,,,,,,,,
210,RD,I,48,39,1003,43202,1,7,8,174,20190220,00:00,7.64,,6.0,,V,,,,,,,,,,,
211,RD,I,48,39,1003,43202,1,7,8,174,20190226,00:00,4.3,,6.0,,V,,,,,,,,,,,
212,RD,I,48,39,1003,43202,1,7,8,174,20190305,00:00,5.58,,6.0,,V,,,,,,,,,,,
213,RD,I,48,39,1003,43202,1,7,8,174,20190310,00:00,2.54,,6.0,,V,,,,,,,,,,,
214,RD,I,48,39,1003,43202,1,7,8,174,20190316,00:00,5.87,,6.0,,V,,,,,,,,,,,
215,RD,I,48,39,1003,43202,1,7,8,174,20190322,00:00,8.82,,6.0,,V,,,,,,,,,,,
216,RD,I,48,39,1003,43202,1,7,8,174,20190328,00:00,3.64,,6.0,,V,,,,,,,,,,,
217,RD,I,48,39,1003,43202,1,7,8,174,20190403,00:00,3.71,,6.0,,V,,,,,,,,,,,
218,RD,I,48,39,1003,43202,1,7,8,174,20190409,00:00,11.43,,6.0,,V,,,,,,,,,,,
219,RD,I,48,39,1003,43202,1,7,8,174,20190415,00:00,7.03,,6.0,,V,,,,,,,,,,,
220,RD,I,48,39,1003,43202,1,7,8,174,20190421,00:00,4.25,,6.0,,V,,,,,,,,,,,
221,RD,I,48,39,1003,43202,1,7,8,174,20190427,00:00,5.28,,6.0,,V,,,,,,,,,,,
222,RD,I,48,39,1003,43202,1,7,8,174,20190503,00:00,1.94,,6.0,,V,,,,,,,,,,,
223,RD,I,48,39,1003,43202,1,7,8,174,20190509,00:00,2.65,,6.0,,V,,,,,,,,,,,
224,RD,I,48,39,1003,43202,1,7,8,174,20190515,00:00,4.52,,6.0,,V,,,,,,,,,,,
225,RD,I,48,39,1003,43202,1,7,8,174,20190521,00:00,3.47,,6.0,,V,,,,,,,,,,,
226,RD,I,48,39,1003,43202,1,7,8,174,20190527,00:00,3.44,,6.0,,V,,,,,,,,,,,
227,RD,I,48,39,1003,43202,1,7,8,174,20190602,00:00,3.35,,6.0,,V,,,,,,,,,,,
228,RD,I,48,39,1003,43202,1,7,8,174,20190608,00:00,9.77,,6.0,,V,,,,,,,,,,,
229,RD,I,48,39,1003,43202,1,7,8,174,20190614,00:00,4.38,,6.0,,V,,,,,,,,,,,
230,RD,I,48,39,1003,43202,1,7,8,174,20190620,00:00,2.69,,6.0,,V,,,,,,,,,,,
231,RD,I,48,39,1003,43202,1,7,8,174,20190626,00:00,1.73,,6.0,,V,,,,,,,,,,,
232,RD,I,48,39,1003,43202,1,7,8,174,20190702,00:00,1.71,,6.0,,V,,,,,,,,,,,
233,RD,I,48,39,1003,43202,1,7,8,174,20190708,00:00,1.39,,6.0,,V,,,,,,,,,,,
234,RD,I,48,39,1003,43202,1,7,8,174,20190714,00:00,5.44,,6.0,,V,,,,,,,,,,,
235,RD,I,48,39,1003,43202,1,7,8,174,20190720,00:00,2.42,,6.0,,V,,,,,,,,,,,
236,RD,I,48,39,1003,43202,1,7,8,174,20190726,00:00,19.27,,6.0,,V,,,,,,,,,,,
237,RD,I,48,39,1003,43202,1,7,8,174,20190801,00:00,2.81,,6.0,,V,,,,,,,,,,,
238,RD,I,48,39,1003,43202,1,7,8,174,20190807,00:00,2.11,,6.0,,V,,,,,,,,,,,
239,RD,I,48,39,1003,43202,1,7,8,174,20190813,00:00,1.67,,6.0,,V,,,,,,,,,,,
240,RD,I,48,39,1003,43202,1,7,8,174,20190819,00:00,1.66,,6.0,,V,,,,,,,,,,,
241,RD,I,48,39,1003,43202,1,7,8,174,20190825,00:00,3.65,,6.0,,V,,,,,,,,,,,
242,RD,I,48,39,1003,43202,1,7,8,174,20190831,00:00,4.9,,6.0,,V,,,,,,,,,,,
243,RD,I,48,39,1003,43202,1,7,8,174,20190906,00:00,3.45,,6.0,,V,,,,,,,,,,,
244,RD,I,48,39,1003,43202,1,7,8,174,20190912,00:00,1.58,,6.0,,V,,,,,,,,,,,
245,RD,I,48,39,1003,43202,1,7,8,174,20190918,00:00,2.79,,6.0,,V,,,,,,,,,,,
